apID,scanDt,sqMetric,sqMetVal,sqMetricDesc
A1231,2015-07-29T17:56:37-0400,info_violations,960,Info issues
A1231,2015-03-23T12:33:05-0400,false_positive_issues,0,False positive issues
A1231,2015-07-29T17:56:37-0400,false_positive_issues,0,False positive issues
A1231,2015-03-23T12:33:05-0400,open_issues,20370,Open issues
A1231,2015-07-29T17:56:37-0400,open_issues,13852,Open issues
A1231,2015-03-23T12:33:05-0400,reopened_issues,0,Reopened issues
A1231,2015-07-29T17:56:37-0400,reopened_issues,0,Reopened issues
A1231,2015-03-23T12:33:05-0400,confirmed_issues,0,Confirmed issues
A1231,2015-07-29T17:56:37-0400,confirmed_issues,0,Confirmed issues
A1231,2015-03-23T12:33:05-0400,sqale_index,671453,null
A1231,2015-07-29T17:56:37-0400,sqale_index,464148,null
A1231,2015-03-23T12:33:05-0400,quality_profiles,"[{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2014-10-02T15:15:06+0000""}]",Details of quality profiles used during analysis
A1231,2015-07-29T17:56:37-0400,quality_profiles,"[{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-05-05T18:53:23+0000""}]",Details of quality profiles used during analysis
A1330,2015-03-26T15:38:18-0400,lines,4469207,Lines
A1330,2015-06-29T12:24:37-0400,lines,4386668,Lines
A1330,2015-03-26T15:38:18-0400,generated_lines,0,Number of generated lines
A1330,2015-06-29T12:24:37-0400,generated_lines,0,Number of generated lines
A1330,2015-03-26T15:38:18-0400,ncloc,3353996,Non Commenting Lines of Code
A1330,2015-06-29T12:24:37-0400,ncloc,3255140,Non Commenting Lines of Code
A1330,2015-03-26T15:38:18-0400,ncloc_language_distribution,cobol=3353996,Non Commenting Lines of Code Distributed By Language
A1330,2015-06-29T12:24:37-0400,ncloc_language_distribution,cobol=3255140,Non Commenting Lines of Code Distributed By Language
A1330,2015-03-26T15:38:18-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1330,2015-06-29T12:24:37-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1330,2015-03-26T15:38:18-0400,files,6678,Number of files
A1330,2015-06-29T12:24:37-0400,files,6348,Number of files
A1330,2015-03-26T15:38:18-0400,directories,2,Directories
A1330,2015-06-29T12:24:37-0400,directories,2,Directories
A1330,2015-03-26T15:38:18-0400,functions,119456,Functions
A1330,2015-06-29T12:24:37-0400,functions,122359,Functions
A1330,2015-03-26T15:38:18-0400,statements,1197776,Number of statements
A1330,2015-06-29T12:24:37-0400,statements,1227160,Number of statements
A1330,2015-03-26T15:38:18-0400,public_api,77160,Public API
A1330,2015-06-29T12:24:37-0400,public_api,78766,Public API
A1330,2015-03-26T15:38:18-0400,comment_lines,357451,Number of comment lines
A1330,2015-06-29T12:24:37-0400,comment_lines,360690,Number of comment lines
A1330,2015-03-26T15:38:18-0400,comment_lines_density,9.6,Comments balanced by ncloc + comment lines
A1330,2015-06-29T12:24:37-0400,comment_lines_density,10,Comments balanced by ncloc + comment lines
A1330,2015-03-26T15:38:18-0400,public_documented_api_density,47,Public documented classes and functions balanced by ncloc
A1330,2015-06-29T12:24:37-0400,public_documented_api_density,46.5,Public documented classes and functions balanced by ncloc
A1330,2015-03-26T15:38:18-0400,public_undocumented_api,40860,"Public undocumented classes, functions and variables"
A1330,2015-06-29T12:24:37-0400,public_undocumented_api,42109,"Public undocumented classes, functions and variables"
A1330,2015-03-26T15:38:18-0400,complexity,541093,Cyclomatic complexity
A1330,2015-06-29T12:24:37-0400,complexity,554951,Cyclomatic complexity
A1330,2015-03-26T15:38:18-0400,file_complexity,212.2,Complexity average by file
A1330,2015-06-29T12:24:37-0400,file_complexity,213.5,Complexity average by file
A1330,2015-03-26T15:38:18-0400,function_complexity,4.5,Complexity average by function
A1330,2015-06-29T12:24:37-0400,function_complexity,4.5,Complexity average by function
A1330,2015-03-26T15:38:18-0400,function_complexity_distribution,1=16674;2=81225;5=9709;8=4459;11=2833;15=1940;20=2616,Functions distribution /complexity
A1330,2015-06-29T12:24:37-0400,function_complexity_distribution,1=16993;2=83208;5=9934;8=4595;11=2936;15=1995;20=2698,Functions distribution /complexity
A1330,2015-03-26T15:38:18-0400,file_complexity_distribution,0=1676;150=485;400=319;1000=49;1500=13;2500=7;5000=1,Files distribution /complexity
A1330,2015-06-29T12:24:37-0400,file_complexity_distribution,0=1704;150=493;400=332;1000=49;1500=11;2500=9;5000=1,Files distribution /complexity
A1330,2015-03-26T15:38:18-0400,duplicated_lines,706848,Duplicated lines
A1330,2015-06-29T12:24:37-0400,duplicated_lines,744265,Duplicated lines
A1330,2015-03-26T15:38:18-0400,duplicated_blocks,13917,Duplicated blocks
A1330,2015-06-29T12:24:37-0400,duplicated_blocks,14420,Duplicated blocks
A1330,2015-03-26T15:38:18-0400,duplicated_files,1162,Duplicated files
A1330,2015-06-29T12:24:37-0400,duplicated_files,1193,Duplicated files
A1330,2015-03-26T15:38:18-0400,duplicated_lines_density,15.8,Duplicated lines balanced by statements
A1330,2015-06-29T12:24:37-0400,duplicated_lines_density,17,Duplicated lines balanced by statements
A1330,2015-03-26T15:38:18-0400,weighted_violations,217392,Weighted Issues
A1330,2015-06-29T12:24:37-0400,weighted_violations,222268,Weighted Issues
A1330,2015-03-26T15:38:18-0400,violations_density,93.5,Rules compliance
A1330,2015-06-29T12:24:37-0400,violations_density,93.2,Rules compliance
A1330,2015-03-26T15:38:18-0400,violations,96398,Issues
A1330,2015-06-29T12:24:37-0400,violations,98389,Issues
A1330,2015-03-26T15:38:18-0400,blocker_violations,144,Blocker issues
A1330,2015-06-29T12:24:37-0400,blocker_violations,146,Blocker issues
A1330,2015-03-26T15:38:18-0400,critical_violations,21484,Critical issues
A1330,2015-06-29T12:24:37-0400,critical_violations,22059,Critical issues
A1330,2015-03-26T15:38:18-0400,major_violations,23023,Major issues
A1330,2015-06-29T12:24:37-0400,major_violations,23459,Major issues
A1330,2015-03-26T15:38:18-0400,minor_violations,39463,Minor issues
A1330,2015-06-29T12:24:37-0400,minor_violations,40136,Minor issues
A1330,2015-03-26T15:38:18-0400,info_violations,12284,Info issues
A1330,2015-06-29T12:24:37-0400,info_violations,12589,Info issues
A1330,2015-03-26T15:38:18-0400,false_positive_issues,0,False positive issues
A1330,2015-06-29T12:24:37-0400,false_positive_issues,0,False positive issues
A1330,2015-03-26T15:38:18-0400,open_issues,96398,Open issues
A1330,2015-06-29T12:24:37-0400,open_issues,98389,Open issues
A1330,2015-03-26T15:38:18-0400,reopened_issues,0,Reopened issues
A1330,2015-06-29T12:24:37-0400,reopened_issues,0,Reopened issues
A1330,2015-03-26T15:38:18-0400,confirmed_issues,0,Confirmed issues
A1330,2015-06-29T12:24:37-0400,confirmed_issues,0,Confirmed issues
A1330,2015-03-26T15:38:18-0400,sqale_index,8261974,null
A1330,2015-06-29T12:24:37-0400,sqale_index,8457872,null
A1330,2015-03-26T15:38:18-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-02-02T15:02:12+0000""}]",Details of quality profiles used during analysis
A1330,2015-06-29T12:24:37-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-04-29T00:01:18+0000""}]",Details of quality profiles used during analysis
A1330,2015-03-26T15:38:18-0400,cobol_data_division_ncloc,484466,LOCs in Data Divisions
A1330,2015-06-29T12:24:37-0400,cobol_data_division_ncloc,494895,LOCs in Data Divisions
A1330,2015-03-26T15:38:18-0400,cobol_procedure_division_ncloc,2277234,LOCs in Procedure Divisions
A1330,2015-06-29T12:24:37-0400,cobol_procedure_division_ncloc,2335275,LOCs in Procedure Divisions
A1330,2015-03-26T15:38:18-0400,cobol_outside_ctrlflow_statements,27988,Outside Control Flow Statements
A1330,2015-06-29T12:24:37-0400,cobol_outside_ctrlflow_statements,28648,Outside Control Flow Statements
A1330,2015-03-26T15:38:18-0400,cobol_inside_ctrlflow_statements,273880,Inside Control Flow Statements
A1330,2015-06-29T12:24:37-0400,cobol_inside_ctrlflow_statements,279952,Inside Control Flow Statements
A1110,2015-03-29T14:29:15-0400,lines,1173566,Lines
A1110,2015-06-22T12:26:48-0400,lines,1158360,Lines
A1110,2015-03-29T14:29:15-0400,generated_lines,0,Number of generated lines
A1110,2015-06-22T12:26:48-0400,generated_lines,0,Number of generated lines
A1110,2015-03-29T14:29:15-0400,ncloc,827509,Non Commenting Lines of Code
A1110,2015-06-22T12:26:48-0400,ncloc,818403,Non Commenting Lines of Code
A1110,2015-03-29T14:29:15-0400,ncloc_language_distribution,cobol=772970;java=54539,Non Commenting Lines of Code Distributed By Language
A1110,2015-06-22T12:26:48-0400,ncloc_language_distribution,cobol=750189;java=68214,Non Commenting Lines of Code Distributed By Language
A1110,2015-03-29T14:29:15-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1110,2015-06-22T12:26:48-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1110,2015-03-29T14:29:15-0400,classes,300,Classes
A1110,2015-06-22T12:26:48-0400,classes,525,Classes
A1110,2015-03-29T14:29:15-0400,files,2310,Number of files
A1110,2015-06-22T12:26:48-0400,files,2424,Number of files
A1110,2015-03-29T14:29:15-0400,directories,30,Directories
A1110,2015-06-22T12:26:48-0400,directories,35,Directories
A1110,2015-03-29T14:29:15-0400,functions,31708,Functions
A1110,2015-06-22T12:26:48-0400,functions,30952,Functions
A1110,2015-03-29T14:29:15-0400,accessors,856,Accessors
A1110,2015-06-22T12:26:48-0400,accessors,1288,Accessors
A1110,2015-03-29T14:29:15-0400,statements,310747,Number of statements
A1110,2015-06-22T12:26:48-0400,statements,307949,Number of statements
A1110,2015-03-29T14:29:15-0400,public_api,23685,Public API
A1110,2015-06-22T12:26:48-0400,public_api,23439,Public API
A1110,2015-03-29T14:29:15-0400,comment_lines,78418,Number of comment lines
A1110,2015-06-22T12:26:48-0400,comment_lines,75454,Number of comment lines
A1110,2015-03-29T14:29:15-0400,comment_lines_density,8.7,Comments balanced by ncloc + comment lines
A1110,2015-06-22T12:26:48-0400,comment_lines_density,8.4,Comments balanced by ncloc + comment lines
A1110,2015-03-29T14:29:15-0400,public_documented_api_density,36.4,Public documented classes and functions balanced by ncloc
A1110,2015-06-22T12:26:48-0400,public_documented_api_density,37.3,Public documented classes and functions balanced by ncloc
A1110,2015-03-29T14:29:15-0400,public_undocumented_api,15065,"Public undocumented classes, functions and variables"
A1110,2015-06-22T12:26:48-0400,public_undocumented_api,14700,"Public undocumented classes, functions and variables"
A1110,2015-03-29T14:29:15-0400,complexity,108719,Cyclomatic complexity
A1110,2015-06-22T12:26:48-0400,complexity,106251,Cyclomatic complexity
A1110,2015-03-29T14:29:15-0400,file_complexity,78.9,Complexity average by file
A1110,2015-06-22T12:26:48-0400,file_complexity,71.7,Complexity average by file
A1110,2015-03-29T14:29:15-0400,class_complexity,28.9,Complexity average by class
A1110,2015-06-22T12:26:48-0400,class_complexity,19.8,Complexity average by class
A1110,2015-06-22T12:26:48-0400,complexity_in_functions,10405,Cyclomatic complexity in functions
A1110,2015-03-29T14:29:15-0400,function_complexity,3.4,Complexity average by function
A1110,2015-06-22T12:26:48-0400,function_complexity,3.4,Complexity average by function
A1110,2015-03-29T14:29:15-0400,tests,0,Number of unit tests
A1110,2015-06-22T12:26:48-0400,tests,0,Number of unit tests
A1110,2015-03-29T14:29:15-0400,duplicated_lines,184994,Duplicated lines
A1110,2015-06-22T12:26:48-0400,duplicated_lines,184675,Duplicated lines
A1110,2015-03-29T14:29:15-0400,duplicated_blocks,3650,Duplicated blocks
A1110,2015-06-22T12:26:48-0400,duplicated_blocks,4796,Duplicated blocks
A1110,2015-03-29T14:29:15-0400,duplicated_files,559,Duplicated files
A1110,2015-06-22T12:26:48-0400,duplicated_files,615,Duplicated files
A1110,2015-03-29T14:29:15-0400,duplicated_lines_density,15.8,Duplicated lines balanced by statements
A1110,2015-06-22T12:26:48-0400,duplicated_lines_density,15.9,Duplicated lines balanced by statements
A1110,2015-03-29T14:29:15-0400,weighted_violations,168612,Weighted Issues
A1110,2015-06-22T12:26:48-0400,weighted_violations,153525,Weighted Issues
A1110,2015-03-29T14:29:15-0400,violations_density,79.6,Rules compliance
A1110,2015-06-22T12:26:48-0400,violations_density,81.2,Rules compliance
A1110,2015-03-29T14:29:15-0400,violations,72657,Issues
A1110,2015-06-22T12:26:48-0400,violations,78270,Issues
A1110,2015-03-29T14:29:15-0400,blocker_violations,36,Blocker issues
A1110,2015-06-22T12:26:48-0400,blocker_violations,38,Blocker issues
A1110,2015-03-29T14:29:15-0400,critical_violations,5969,Critical issues
A1110,2015-06-22T12:26:48-0400,critical_violations,5834,Critical issues
A1110,2015-03-29T14:29:15-0400,major_violations,36894,Major issues
A1110,2015-06-22T12:26:48-0400,major_violations,26799,Major issues
A1110,2015-03-29T14:29:15-0400,minor_violations,27725,Minor issues
A1110,2015-06-22T12:26:48-0400,minor_violations,43578,Minor issues
A1110,2015-03-29T14:29:15-0400,info_violations,2033,Info issues
A1110,2015-06-22T12:26:48-0400,info_violations,2021,Info issues
A1110,2015-03-29T14:29:15-0400,false_positive_issues,0,False positive issues
A1110,2015-06-22T12:26:48-0400,false_positive_issues,0,False positive issues
A1110,2015-03-29T14:29:15-0400,open_issues,72657,Open issues
A1110,2015-06-22T12:26:48-0400,open_issues,78270,Open issues
A1110,2015-03-29T14:29:15-0400,reopened_issues,0,Reopened issues
A1110,2015-06-22T12:26:48-0400,reopened_issues,0,Reopened issues
A1110,2015-03-29T14:29:15-0400,confirmed_issues,0,Confirmed issues
A1110,2015-06-22T12:26:48-0400,confirmed_issues,0,Confirmed issues
A1110,2015-03-29T14:29:15-0400,sqale_index,3461352,null
A1110,2015-06-22T12:26:48-0400,sqale_index,3549377,null
A1110,2015-03-29T14:29:15-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-02-02T15:02:12+0000""},{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2014-10-02T15:15:06+0000""}]",Details of quality profiles used during analysis
A1110,2015-06-22T12:26:48-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-04-29T00:01:18+0000""},{""key"":""java-aetna-official-73943"",""language"":""java"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-05-05T18:53:23+0000""}]",Details of quality profiles used during analysis
A1110,2015-03-29T14:29:15-0400,cobol_data_division_ncloc,155137,LOCs in Data Divisions
A1110,2015-06-22T12:26:48-0400,cobol_data_division_ncloc,141021,LOCs in Data Divisions
A1110,2015-03-29T14:29:15-0400,cobol_procedure_division_ncloc,538694,LOCs in Procedure Divisions
A1110,2015-06-22T12:26:48-0400,cobol_procedure_division_ncloc,530333,LOCs in Procedure Divisions
A1110,2015-03-29T14:29:15-0400,cobol_outside_ctrlflow_statements,9714,Outside Control Flow Statements
A1110,2015-06-22T12:26:48-0400,cobol_outside_ctrlflow_statements,9511,Outside Control Flow Statements
A1110,2015-03-29T14:29:15-0400,cobol_inside_ctrlflow_statements,86107,Inside Control Flow Statements
A1110,2015-06-22T12:26:48-0400,cobol_inside_ctrlflow_statements,85042,Inside Control Flow Statements
A1358,2015-03-30T15:11:56-0400,lines,2485479,Lines
A1358,2015-06-29T13:15:42-0400,lines,2750615,Lines
A1358,2015-03-30T15:11:56-0400,generated_lines,0,Number of generated lines
A1358,2015-06-29T13:15:42-0400,generated_lines,0,Number of generated lines
A1358,2015-03-30T15:11:56-0400,ncloc,1821974,Non Commenting Lines of Code
A1358,2015-06-29T13:15:42-0400,ncloc,2032142,Non Commenting Lines of Code
A1358,2015-03-30T15:11:56-0400,ncloc_language_distribution,cobol=1821974,Non Commenting Lines of Code Distributed By Language
A1358,2015-06-29T13:15:42-0400,ncloc_language_distribution,cobol=2032142,Non Commenting Lines of Code Distributed By Language
A1358,2015-03-30T15:11:56-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1358,2015-06-29T13:15:42-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A1358,2015-03-30T15:11:56-0400,files,3714,Number of files
A1358,2015-06-29T13:15:42-0400,files,4068,Number of files
A1358,2015-03-30T15:11:56-0400,directories,2,Directories
A1358,2015-06-29T13:15:42-0400,directories,2,Directories
A1358,2015-03-30T15:11:56-0400,functions,67910,Functions
A1358,2015-06-29T13:15:42-0400,functions,73744,Functions
A1358,2015-03-30T15:11:56-0400,statements,635636,Number of statements
A1358,2015-06-29T13:15:42-0400,statements,699447,Number of statements
A1358,2015-03-30T15:11:56-0400,public_api,55749,Public API
A1358,2015-06-29T13:15:42-0400,public_api,61438,Public API
A1358,2015-03-30T15:11:56-0400,comment_lines,144814,Number of comment lines
A1358,2015-06-29T13:15:42-0400,comment_lines,158670,Number of comment lines
A1358,2015-03-30T15:11:56-0400,comment_lines_density,7.4,Comments balanced by ncloc + comment lines
A1358,2015-06-29T13:15:42-0400,comment_lines_density,7.2,Comments balanced by ncloc + comment lines
A1358,2015-03-30T15:11:56-0400,public_documented_api_density,48.5,Public documented classes and functions balanced by ncloc
A1358,2015-06-29T13:15:42-0400,public_documented_api_density,50,Public documented classes and functions balanced by ncloc
A1358,2015-03-30T15:11:56-0400,public_undocumented_api,28684,"Public undocumented classes, functions and variables"
A1358,2015-06-29T13:15:42-0400,public_undocumented_api,30728,"Public undocumented classes, functions and variables"
A1358,2015-03-30T15:11:56-0400,complexity,240517,Cyclomatic complexity
A1358,2015-06-29T13:15:42-0400,complexity,265528,Cyclomatic complexity
A1358,2015-03-30T15:11:56-0400,file_complexity,107.8,Complexity average by file
A1358,2015-06-29T13:15:42-0400,file_complexity,112.8,Complexity average by file
A1358,2015-03-30T15:11:56-0400,function_complexity,3.5,Complexity average by function
A1358,2015-06-29T13:15:42-0400,function_complexity,3.6,Complexity average by function
A1358,2015-03-30T15:11:56-0400,function_complexity_distribution,1=16715;2=38000;5=7910;8=2483;11=1369;15=680;20=753,Functions distribution /complexity
A1358,2015-06-29T13:15:42-0400,function_complexity_distribution,1=17570;2=41174;5=9059;8=2807;11=1525;15=764;20=845,Functions distribution /complexity
A1358,2015-03-30T15:11:56-0400,file_complexity_distribution,0=1783;150=343;400=95;1000=9;1500=0;2500=1;5000=0,Files distribution /complexity
A1358,2015-06-29T13:15:42-0400,file_complexity_distribution,0=1864;150=373;400=102;1000=14;1500=0;2500=1;5000=0,Files distribution /complexity
A1358,2015-03-30T15:11:56-0400,duplicated_lines,773531,Duplicated lines
A1358,2015-06-29T13:15:42-0400,duplicated_lines,956283,Duplicated lines
A1358,2015-03-30T15:11:56-0400,duplicated_blocks,9191,Duplicated blocks
A1358,2015-06-29T13:15:42-0400,duplicated_blocks,10703,Duplicated blocks
A1358,2015-03-30T15:11:56-0400,duplicated_files,1176,Duplicated files
A1358,2015-06-29T13:15:42-0400,duplicated_files,1284,Duplicated files
A1358,2015-03-30T15:11:56-0400,duplicated_lines_density,31.1,Duplicated lines balanced by statements
A1358,2015-06-29T13:15:42-0400,duplicated_lines_density,34.8,Duplicated lines balanced by statements
A1358,2015-03-30T15:11:56-0400,weighted_violations,94593,Weighted Issues
A1358,2015-06-29T13:15:42-0400,weighted_violations,105092,Weighted Issues
A1358,2015-03-30T15:11:56-0400,violations_density,94.8,Rules compliance
A1358,2015-06-29T13:15:42-0400,violations_density,94.8,Rules compliance
A1358,2015-03-30T15:11:56-0400,violations,43449,Issues
A1358,2015-06-29T13:15:42-0400,violations,47708,Issues
A1358,2015-03-30T15:11:56-0400,blocker_violations,67,Blocker issues
A1358,2015-06-29T13:15:42-0400,blocker_violations,69,Blocker issues
A1358,2015-03-30T15:11:56-0400,critical_violations,9284,Critical issues
A1358,2015-06-29T13:15:42-0400,critical_violations,10205,Critical issues
A1358,2015-03-30T15:11:56-0400,major_violations,8806,Major issues
A1358,2015-06-29T13:15:42-0400,major_violations,10295,Major issues
A1358,2015-03-30T15:11:56-0400,minor_violations,21085,Minor issues
A1358,2015-06-29T13:15:42-0400,minor_violations,22492,Minor issues
A1358,2015-03-30T15:11:56-0400,info_violations,4207,Info issues
A1358,2015-06-29T13:15:42-0400,info_violations,4647,Info issues
A1358,2015-03-30T15:11:56-0400,false_positive_issues,0,False positive issues
A1358,2015-06-29T13:15:42-0400,false_positive_issues,0,False positive issues
A1358,2015-03-30T15:11:56-0400,open_issues,43449,Open issues
A1358,2015-06-29T13:15:42-0400,open_issues,47708,Open issues
A1358,2015-03-30T15:11:56-0400,reopened_issues,0,Reopened issues
A1358,2015-06-29T13:15:42-0400,reopened_issues,0,Reopened issues
A1358,2015-03-30T15:11:56-0400,confirmed_issues,0,Confirmed issues
A1358,2015-06-29T13:15:42-0400,confirmed_issues,0,Confirmed issues
A1358,2015-03-30T15:11:56-0400,sqale_index,3409193,null
A1358,2015-06-29T13:15:42-0400,sqale_index,3820797,null
A1358,2015-03-30T15:11:56-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-02-02T15:02:12+0000""}]",Details of quality profiles used during analysis
A1358,2015-06-29T13:15:42-0400,quality_profiles,"[{""key"":""cobol-aetna-official-82574"",""language"":""cobol"",""name"":""Aetna Official"",""rulesUpdatedAt"":""2015-04-29T00:01:18+0000""}]",Details of quality profiles used during analysis
A1358,2015-03-30T15:11:56-0400,cobol_data_division_ncloc,432372,LOCs in Data Divisions
A1358,2015-06-29T13:15:42-0400,cobol_data_division_ncloc,482123,LOCs in Data Divisions
A1358,2015-03-30T15:11:56-0400,cobol_procedure_division_ncloc,1273864,LOCs in Procedure Divisions
A1358,2015-06-29T13:15:42-0400,cobol_procedure_division_ncloc,1418923,LOCs in Procedure Divisions
A1358,2015-03-30T15:11:56-0400,cobol_outside_ctrlflow_statements,22316,Outside Control Flow Statements
A1358,2015-06-29T13:15:42-0400,cobol_outside_ctrlflow_statements,25294,Outside Control Flow Statements
A1358,2015-03-30T15:11:56-0400,cobol_inside_ctrlflow_statements,177544,Inside Control Flow Statements
A1358,2015-06-29T13:15:42-0400,cobol_inside_ctrlflow_statements,187945,Inside Control Flow Statements
A9148,2015-03-30T16:15:09-0400,lines,1854724,Lines
A9148,2015-06-29T11:36:56-0400,lines,1897511,Lines
A9148,2015-03-30T16:15:09-0400,generated_lines,0,Number of generated lines
A9148,2015-06-29T11:36:56-0400,generated_lines,0,Number of generated lines
A9148,2015-03-30T16:15:09-0400,ncloc,1198660,Non Commenting Lines of Code
A9148,2015-06-29T11:36:56-0400,ncloc,1218573,Non Commenting Lines of Code
A9148,2015-03-30T16:15:09-0400,ncloc_language_distribution,cobol=1090052;java=108608,Non Commenting Lines of Code Distributed By Language
A9148,2015-06-29T11:36:56-0400,ncloc_language_distribution,cobol=1095978;java=122595,Non Commenting Lines of Code Distributed By Language
A9148,2015-03-30T16:15:09-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A9148,2015-06-29T11:36:56-0400,generated_ncloc,0,Generated non Commenting Lines of Code
A9148,2015-03-30T16:15:09-0400,classes,922,Classes
A9148,2015-06-29T11:36:56-0400,classes,1099,Classes
A9148,2015-03-30T16:15:09-0400,files,2979,Number of files
A9148,2015-06-29T11:36:56-0400,files,3154,Number of files
A9148,2015-03-30T16:15:09-0400,directories,59,Directories
A9148,2015-06-29T11:36:56-0400,directories,87,Directories
A9148,2015-03-30T16:15:09-0400,functions,52534,Functions
A9148,2015-06-29T11:36:56-0400,functions,53346,Functions
A9148,2015-03-30T16:15:09-0400,accessors,4492,Accessors
A9148,2015-06-29T11:36:56-0400,accessors,5174,Accessors
A9148,2015-03-30T16:15:09-0400,statements,424680,Number of statements
A9148,2015-06-29T11:36:56-0400,statements,433979,Number of statements
A9148,2015-03-30T16:15:09-0400,public_api,29391,Public API
A9148,2015-06-29T11:36:56-0400,public_api,30105,Public API
A9148,2015-03-30T16:15:09-0400,comment_lines,134793,Number of comment lines
A9148,2015-06-29T11:36:56-0400,comment_lines,141075,Number of comment lines
A9148,2015-03-30T16:15:09-0400,comment_lines_density,10.1,Comments balanced by ncloc + comment lines
A9148,2015-06-29T11:36:56-0400,comment_lines_density,10.4,Comments balanced by ncloc + comment lines
A9148,2015-03-30T16:15:09-0400,public_documented_api_density,65.8,Public documented classes and functions balanced by ncloc
A9148,2015-06-29T11:36:56-0400,public_documented_api_density,65.7,Public documented classes and functions balanced by ncloc
A9148,2015-03-30T16:15:09-0400,public_undocumented_api,10046,"Public undocumented classes, functions and variables"
A9148,2015-06-29T11:36:56-0400,public_undocumented_api,10316,"Public undocumented classes, functions and variables"
A9148,2015-03-30T16:15:09-0400,complexity,162236,Cyclomatic complexity
A9148,2015-06-29T11:36:56-0400,complexity,165676,Cyclomatic complexity
A9148,2015-03-30T16:15:09-0400,file_complexity,73.8,Complexity average by file
A9148,2015-06-29T11:36:56-0400,file_complexity,69.9,Complexity average by file
A9148,2015-03-30T16:15:09-0400,class_complexity,14.4,Complexity average by class
A9148,2015-06-29T11:36:56-0400,class_complexity,14.4,Complexity average by class
A9148,2015-06-29T11:36:56-0400,complexity_in_functions,15877,Cyclomatic complexity in functions
A9148,2015-03-30T16:15:09-0400,function_complexity,3.1,Complexity average by function
A9148,2015-06-29T11:36:56-0400,function_complexity,3.1,Complexity average by function
A9148,2015-03-30T16:15:09-0400,tests,0,Number of unit tests
A9148,2015-06-29T11:36:56-0400,tests,0,Number of unit tests
A9148,2015-03-30T16:15:09-0400,duplicated_lines,409440,Duplicated lines
A9148,2015-06-29T11:36:56-0400,duplicated_lines,413490,Duplicated lines
A9148,2015-03-30T16:15:09-0400,duplicated_blocks,8416,Duplicated blocks
A9148,2015-06-29T11:36:56-0400,duplicated_blocks,9136,Duplicated blocks
A9148,2015-03-30T16:15:09-0400,duplicated_files,1130,Duplicated files
A9148,2015-06-29T11:36:56-0400,duplicated_files,1261,Duplicated files
A9148,2015-03-30T16:15:09-0400,duplicated_lines_density,22.1,Duplicated lines balanced by statements
A9148,2015-06-29T11:36:56-0400,duplicated_lines_density,21.8,Duplicated lines balanced by statements
A9148,2015-03-30T16:15:09-0400,weighted_violations,199754,Weighted Issues
A9148,2015-06-29T11:36:56-0400,weighted_violations,178742,Weighted Issues
A9148,2015-03-30T16:15:09-0400,violations_density,83.3,Rules compliance
A9148,2015-06-29T11:36:56-0400,violations_density,85.3,Rules compliance
A9148,2015-03-30T16:15:09-0400,violations,95727,Issues
A9148,2015-06-29T11:36:56-0400,violations,103829,Issues
A9148,2015-03-30T16:15:09-0400,blocker_violations,67,Blocker issues
A9148,2015-06-29T11:36:56-0400,blocker_violations,66,Blocker issues
A9148,2015-03-30T16:15:09-0400,critical_violations,5251,Critical issues
A9148,2015-06-29T11:36:56-0400,critical_violations,5688,Critical issues
A9148,2015-03-30T16:15:09-0400,major_violations,43837,Major issues
A9148,2015-06-29T11:36:56-0400,major_violations,28280,Major issues
A9148,2015-03-30T16:15:09-0400,minor_violations,41318,Minor issues
A9148,2015-06-29T11:36:56-0400,minor_violations,64802,Minor issues
A9148,2015-03-30T16:15:09-0400,info_violations,5254,Info issues
A9148,2015-06-29T11:36:56-0400,info_violations,4993,Info issues
A9148,2015-03-30T16:15:09-0400,false_positive_issues,0,False positive issues
A9148,2015-06-29T11:36:56-0400,false_positive_issues,0,False positive issues
A9148,2015-03-30T16:15:09-0400,open_issues,95727,Open issues
A9148,2015-06-29T11:36:56-0400,open_issues,103829,Open issues
