----------Proj-----------
prID,prStatus,StartDt,EndDt,prCap,PrimaryRel,PrimaryApp,actCostTot,workingFcst,pfourMarkBudg,markedBudg,actBudgVar,prePstDefTot,aetDefTot,defsPerMil,pstDefsPMil,prDom,prComp,baArchDevHrsPerDef,p4VelGateDt,actCostLabor,actCostHWSW,actCostKBC,PCRCt,invCateg,EBNCt,hrsTot,hrsTypeCons,hrsTypeFTE,hrsTypeKBC,hrsTypeOSVNear,hrsTypeOSVOff,hrsTypeOSVOn,hrsArch,hrsBA,hrsDev,hrsInf,hrsOther,hrsPM,hrsPS,hrsQA,hrsRsGeneric,hrsRsNamed,hrsDomA,hrsDomB,hrsDomF,hrsDomC,hrsDomD,hrsDomE,hrsDomS,hrsDomG,hrsDomH,hrsDomV,hrsDomT,hrsDomV2,hrsDomE2,hrsDomDD,hrsDomU,hrsDomW,hrsDomR,hrsDomZ,hrsDomI,hrsDomK,hrsDomL,hrsDomM,hrsDomOther,hrsDomN,hrsDomO,hrsDomP,hrsDomU2,expTeam,expPM,expBA,expArch,expDev,expQA,expInf,expPS,hrsKurTot,hrsBAArchDevOSVTot,hrsBAArchDevOffTot,pctBAArchDevOffsh,pr80PctDt,prStartDayOfYear
P149,Completed,11/05/2012,11/18/2013,allOther,2013 AUG MAJOR,A1918 ,2060204.26,1893605.05,1985381.4,1893605.05,1.087979914,264,171,128.1426338,1.456166293,B,N,71,06/17/2013,1505510.02,0,554694.24,6,IC147,56,19837.1,8,4045.4,0,66,9178.8,6538.9,1358.6,2264.6,8529.6,72.8,10,1383.5,102.5,6115.5,12741.9,7095.2,2851.5,3831.2,195,0,0,151.5,2900,1439.5,0,0,0,981,0,0,0,0,0,0,16,0,3081.1,0,1351.8,57.5,2880,101,0,3671,4122,3200,3257,4174,4063,NA,4281,-0.63,9094.7,5017.8,0.41,09/01/2013,310
P435,Completed,11/29/2012,12/20/2013,hybrid,2013 JUN MAJOR,A1319 ,7982820.19,7907959.18,7437839.33,7907959.18,1.00946654,224,221,28.06025874,1.628497159,B,N,352,04/08/2013,7691077.54,160114.5,131628.15,8,IC147,9,121944.2,168,34782.2,0,71,59714.3,27208.7,5380.9,6816.7,65620.2,1933.2,108,5006.6,391.5,36687.1,77332.3,44611.9,674,48310.7,19321.8,0,0,749.6,12274,407.1,38,0,0,6241.6,0,0,13.3,0,0,0,18,120,15176,4108.9,7618.1,514,3844.1,2515,0,3389,1739,2459,2492,4003,4230,NA,3958,-1.25,51221.9,35135.3,0.45,07/01/2013,334
P290,Completed,01/02/2013,03/31/2014,allOther,2013 NOV MAJOR,A2126 ,3003215.14,3007738.36,2819743.2,2997799.3,1.001806605,131,57,43.61991862,1.331905912,L,N,329,07/22/2013,2668233.86,0,334981.28,2,IC147,13,40459.1,10,8262.8,0,200,20401.5,11584.8,1883,2688,14163.7,96.5,35,4797.8,253.2,16541.9,26240.8,14218.3,7057.2,1145,173,8020.6,0,893,1592,12658.8,0,0,80,996,36.5,25,0,0,16,0,16,29,1818,269,3374.7,50,823.5,1385.8,0,3315,3390,2257,2975,3605,4267,NA,4021,-1.34,15394.5,9277,0.5,12/01/2013,2
P443,Completed,01/01/2013,12/20/2013,allOther,2013 JUN MAJOR,A2500 ,1677610.93,1757035.54,875429.54,1739035.54,0.964678922,31,31,18.47865882,0,N,N,473,03/21/2013,1643862.63,22500,11248.3,9,IC147,1,24910,89,8934,0,38,9992.3,5856.7,1829,2170.6,10661.7,200.3,0,2516,115.5,7416.9,14144.8,10765.2,45,455.6,2872.2,0,0,77.6,0,4,0,0,0,398,0,0,21,0,0,0,354,73,81,180.5,1934.8,14686.4,3696.9,30,0,3999,4175,4084,3205,4161,4334,NA,4180,-1.31,8312.2,5285.2,0.36,08/01/2013,1
P244,Completed,01/01/2013,11/17/2013,allOther,2013 JUN MAJOR,A1924 ,2345586.91,2350122.9,2529561.97,2350122.9,0.998069892,130,130,55.42322881,1.278997588,L,N,203,03/27/2013,2338673.89,0,6913.02,8,IC147,0,37027,10,4367.2,0,108,23910.1,8631.7,891,2537.9,22926.1,160.6,8,1773,73.5,8656.9,29261.5,7765.5,28821.4,41,179,0,0,91.1,2013.5,109.4,0,0,0,71,0,246,0,0,0,0,0,0,2230,198,870.6,39,1997,120,0,3197,1870,3039,3903,4355,3286,NA,4360,-1.52,23420,18219.1,0.69,06/01/2013,1
P108,Completed,04/02/2012,04/01/2013,allOther,2012 NOV MAJOR,A1758 ,534194.82,535107.9,512330.16,535107.9,0.998293653,58,58,108.5746208,5.615928661,B,N,69,07/05/2012,533435.4,0,759.42,4,IC345,8,7826.5,180,2691.9,0,0,2640.7,2313.9,445.5,505.9,3060.4,315.5,3,1380.4,82.1,2033.7,3398.7,4427.8,0,5497.6,110.4,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,1460.7,44,0,5,587.8,9,0,0,0,3267,3328,1508,1067,4156,3929,4288,4059,-1.3,2378,1342,0.33,02/01/2013,93
P119,Completed,06/14/2012,08/08/2013,agile,2012 DEC MINOR,A1320 ,1250133.97,1341816.42,1142356.25,1341816.42,0.931672881,12,8,9.598971221,0,B,N,1238,,1217113.15,2244,30776.82,7,IC217,31,17852.7,1323,5795.8,0,0,5498.2,5235.7,1978.5,1658.1,6265.6,337,18,3031.6,105.8,4458.1,8686.3,9166.4,0,12790.3,32,0,0,49,359.6,70.5,0,0,0,875,0,0,0,23,0,5,0,25,903,94.1,2603.2,23,0,0,0,2853,2500,3178,1255,4211,4587,NA,4108,-0.94,4797.2,2167.2,0.22,02/01/2013,166
P783,Completed,05/21/2012,01/03/2014,allOther,(blank),A110  ,1411705.26,1483263.47,1268891.3,1483263.47,0.951756238,115,112,81.46176348,1.416726321,M,N,97,09/27/2012,1192187.44,64163.5,155354.32,18,IC217,6,18211.8,0,3920.9,16,0,9589.8,4685.1,1042.1,845,9007,662.4,8,2007.4,15,4624.9,12270.4,5941.4,0,762.5,57,0,0,0,0,0,0,0,0,1221.5,0,0,0,39,0,0,0,0,4178.7,6110.7,5461.4,30,335,16,0,2701,953,3457,2759,4039,4596,NA,4164,0.84,8479.3,5961.2,0.55,08/01/2013,142
P209,Completed,09/17/2012,10/17/2013,allOther,(blank),(blank),2080238.59,2089902,1742886,2061972,1.008858796,15,15,7.210711344,0.961428179,B,N,108,11/14/2012,256262.31,1402883,421093.28,7,IC396,4,3841.9,68.5,1344.5,0,0,1504.4,924.5,121.5,212.5,1281.6,163,12,427,8,1616.3,1973.9,1868,0,995,0,0,0,1600,0,0,0,0,0,0,40,0,0,0,0,0,58,3,0,0,1145.9,0,0,0,0,3494,2038,4305,1977,3571,4393,NA,4073,0.28,1072,593,0.37,04/01/2013,261
P378,Completed,06/19/2012,07/29/2013,allOther,2013 FEB MAJOR,A2388 ,2466899.27,2466899.27,2597216.68,2479549.06,0.994898351,39,35,15.80932001,1.621468719,B,N,517,10/01/2012,1822754.17,593455.5,50689.6,18,IC147,21,27590.8,282.3,8026.7,0,0,10561.4,8720.4,2888,3104.1,12101.9,601.1,52,2912,146,5785.7,14769.4,12821.4,0,14338.3,2231,0,0,37,73.8,2,0,0,0,3676.8,0,0,352.9,52,0,0,0,27,815.7,1618,3762.5,153.5,300.3,150,0,2752,1104,2592,2772,3979,4314,NA,4089,0.25,11985.7,7254.4,0.4,03/01/2013,171
P486,Completed,10/01/2012,03/14/2014,allOther,2013 JUN MAJOR,A2388 ,2044267.11,2048219.11,1955866.86,2127178.91,0.961022649,74,73,36.19879205,0,B,N,252,02/07/2013,1878913.31,150882,14471.8,25,IC147,55,29174,141,6945.8,0,0,14220.9,7866.3,1684,1575,15153.6,623.8,26,2265.8,125,7720.8,19133,10041,0,11753.9,967.9,0,0,0,30.4,0,13,0,0,3045,0,0,51,0,0,0,2192.3,0,3218.1,1693.1,3928.6,92.5,1652.7,535.5,0,2604,201,2790,2722,3758,3448,NA,4080,-1.51,13172.1,8866.6,0.48,08/01/2013,275
P594,Completed,11/26/2012,09/23/2013,hybrid,2013 MAY BCR,A2626 ,688223.9,688829.93,550627.93,688829.93,0.999120204,37,37,53.76157381,2.906031017,N,N,103,03/20/2013,444670.51,0,243553.39,6,IC180,26,6471.1,340,1084,0,0,2997.1,2050,431,840,2549.6,12,0,1044,46.5,1548,3751.1,2720,0,10,10,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,63,1.5,43.5,2971.1,3342,0,0,3108,3899,2112,2612,4428,2544,NA,4678,0.32,2760.1,1841.1,0.48,08/01/2013,331
P717,Completed,05/01/2012,08/02/2013,allOther,2012 DEC MINOR,A352  ,1739916.65,1779207,2019757,1918317,0.907001632,81,81,46.55395418,0,N,Y,186,07/23/2012,1586661.79,0,153254.86,9,IC315,9,26098.9,0,4291.1,0,29,14452.6,7326.2,1339.5,2746.1,10956.8,120,18,1480,61,9377.5,19039.5,7059.4,0,18,0,0,0,0,0,60.5,786.8,0,0,160,0,16,0,0,0,0,3334.5,1236.5,6,0,1551.7,18928.9,0,0,0,3235,4277,2702,2062,4265,4135,5042,3892,-0.92,12919.3,7602.7,0.51,12/01/2012,122
P691,Completed,08/06/2012,12/27/2013,allOther,2013 FEB MAJOR,A352  ,3195048.5,3287551,2215767,2964494,1.077771957,139,139,43.50481691,0,N,Y,229,10/26/2012,3156617.98,0,38430.52,31,IC315,3,52692.5,41,9669,49,0,30861,12072.5,1862,2967.6,26996.5,230.1,26,1956,344.2,18310.1,39616.8,13075.7,341.5,3854.4,525.5,0,0,325,1051,30,1816,0,0,2818.5,0,546.7,4.5,0,0,0,5018.7,14345.3,2450.6,1540.5,1675.9,15928.5,398.2,21.7,0,3459,4324,2968,1953,3810,4296,4904,4162,-0.27,25404.4,17032.7,0.54,06/01/2013,219
P301,Completed,05/01/2012,12/27/2013,allOther,2012 DEC MINOR,A352  ,9572607.07,9770560.9,6590334,10140443,0.944002848,294,294,30.71263636,1.462506494,N,Y,232,08/14/2012,8350496.08,49786,1172324.99,34,IC315,34,134327.5,60,13693.2,0,73,88796.1,31705.2,1317.5,3486.8,63419,476,13,2930.6,104.5,62580.1,114984.5,19343,269,801.8,269,0,0,0,0,35,2562.5,0,0,96,0,0,0,0,0,0,77,263,186.5,8.5,4020.1,125689.1,50,0,0,3425,3669,3409,2791,3251,3530,NA,4457,-0.79,63092.7,49395.4,0.72,07/01/2013,122
P590,Completed,06/25/2012,05/03/2013,allOther,2013 MAR MINOR,A353  ,1548265.9,1599619,1549648,1549648,0.99910812,30,30,19.37651666,0,N,Y,468,10/19/2012,1523711.72,3531,21023.18,8,IC315,10,23606.6,80.5,4042.9,0,377,12365,6741.2,1220.5,1995.4,10827.2,177.8,10,2091.9,157.3,7126.5,16185.7,7420.9,0,6394,619.3,0,0,39.8,428.5,29.5,1839,0,0,951,0,0,0,0,0,0,301,25,141,2.5,1137,11699,0,0,0,2918,3345,2072,2790,4175,2657,NA,4268,0.3,11636.3,7414,0.53,03/01/2013,177
P547,Completed,07/02/2012,04/30/2013,allOther,2012 DEC MINOR,A132  ,1484591.13,1643818,1198357,1198357,1.238855475,43,43,28.96420377,1.347172268,F,Y,324,09/14/2012,1478446.11,0,6145.02,10,IC428,20,25011.4,15,6577.8,0,0,13085.6,5333,541.5,3115.4,10277.8,6,0,1570,456.1,9044.6,17269.3,7742.1,0,4948.4,14829,0,0,0,0,20,573,0,0,292,0,0,0,0,0,0,4,0,19.5,516.5,2135.9,185,798.1,690,0,3021,3115,2053,3343,4339,4160,NA,4340,-1.49,9485.5,6984.5,0.5,02/01/2013,184
P535,Completed,04/08/2013,01/10/2014,allOther,2013 NOV MAJOR,A2020 ,607552.65,605490,638845,638845,0.951017305,26,26,42.79464504,0,K,Y,202,07/24/2013,558324.65,0,49228,4,IC177,8,8564,165,3458,315,0,3454,1172,683,1501,3370.5,0,9,1008,34.5,1958,4402,4162,0,22,0,0,0,39.5,0,0,0,0,0,100,0,1008,0,0,0,0,204,6456.5,0,0,599,0,135,0,0,2410,4171,429,1462,4411,4281,NA,4044,-0.13,3228,2612,0.47,11/01/2013,98
P792,Completed,08/26/2013,10/24/2014,allOther,2014 MAY RELEASE 1,A2020 ,1058207.72,1058231,1079217,1044218,1.013397317,31,31,29.29481558,0.944994051,K,Y,302,01/28/2014,1037303.72,0,20904,10,IC177,3,15878.8,165,5525.8,0,0,5952,4236,1136,2423.5,5792,101,0,1071,208.3,5147,8540,7338.8,2,3118,0,0,0,42.5,0,0,0,254,0,54,0,1046,0,0,0,0,4222,5483.5,222.8,110,564,294,466,0,0,3686,4158,3343,2709,4213,4243,NA,4131,-0.79,5844,3006,0.32,06/01/2014,238
P515,Completed,08/03/2012,10/07/2013,allOther,2013 FEB MAJOR,A159  ,1408918.46,1408756,963556.56,1016753,1.385703765,38,38,26.97104274,0,F,Y,289,09/20/2012,1398379.73,0,10538.73,10,IC313,4,21315.2,0,2325.1,0,0,11458.5,7531.6,632.2,1469.6,8865.4,119,10,2076.1,134.2,8008.7,15314.4,6000.8,0,1234.8,15569.7,0,0,20.1,142.5,0,0,0,0,166,0,0,6,0,0,31,0,0,0,3650.5,461.1,33.5,0,0,0,3013,3008,2342,658,4274,4409,NA,4070,-0.07,9877.8,6419.2,0.59,08/01/2013,216
P386,Completed,12/03/2012,09/30/2013,allOther,2013 AUG MAJOR,A2020 ,1039284.77,1039284.68,976004.68,1145427.68,0.907333381,12,12,11.54640224,0,K,Y,548,03/25/2013,942365.95,0,96918.82,7,IC505,10,14218.4,310,2849.9,433,0,4500.4,6125.1,1557.5,2595.7,2778.4,1,10,1692.4,161,5422.4,6733.6,7484.8,2,3233.4,10,0,0,159,0,0,0,0,427,973.3,0,0,0,0,0,0,2254.6,4570,187.5,0.5,1247.1,4,1075,75,0,2672,2437,2985,942,4017,4139,NA,3795,-0.08,4940.7,1391.4,0.2,09/01/2013,338
P103,Completed,02/14/2013,06/30/2014,agile,2013 NOV MAJOR,A2020 ,4043146.19,4101223,3403206,4094605,0.987432534,44,44,10.88261417,1.236660701,K,Y,909,07/05/2013,3909732.19,0,133414,13,IC505,0,60532.9,934.8,12513.8,0,0,30782.6,16301.7,2990.5,4802.1,32212.6,210.8,10,4919.8,412.1,14975,38564,21968.9,78,6743.5,581,0,0,711,2158,0,0,152,1756.3,1108,10,0,91,0,0,0,5544.9,33787.4,1708.7,395.1,1552.8,199,3806.2,150,0,3300,2827,3447,992,4221,4278,NA,3972,-0.59,31418.6,21297.6,0.53,12/01/2013,45
P738,Completed,01/01/2013,01/01/2014,hybrid,2013 AUG MAJOR,A151  ,1936243.15,1940315,1401095,1940315,0.997901449,17,17,8.779889034,1.032928122,O,Y,816,04/10/2013,1909123.12,0,27120.03,,IC505,11,27585.3,428,7697,0,131.1,12647.2,6682,1687.4,3123.4,9058.8,13,0,4794.9,170,8737.8,15168.3,12417,468.7,196,804.8,183,0,128,1274.1,6,0,0,2229.9,14,0,0,0,0,0,0,0,0,792.7,70,193,30,19893,1302.1,0,3371,3370,3519,2234,4191,3221,NA,4431,-0.91,9329.1,7073.8,0.51,12/01/2013,1
P692,Completed,02/07/2013,03/21/2014,allOther,2013 DEC MINOR,A2052 ,1610875.31,1662973,931148,1704944,0.944825936,35,35,21.72731793,0.620780512,E,Y,421,07/17/2013,1583115.71,1035,26724.6,9,IC505,27,24128.7,74,10994.1,15,349,8663.9,4032.7,1296,2752.1,10695.5,22.5,8,2223.6,214.2,6916.8,11097.4,13031.3,187.6,0,805,0,0,11375.4,0,0,0,0,591.6,316,2322.5,0,106.5,0,0,0,47,0,5432.6,13,2716.5,0,129,86,0,3958,3230,3865,3926,4198,4400,NA,3986,-1.63,7823.7,4612,0.31,01/01/2014,38
P451,Completed,01/02/2013,09/20/2013,hybrid,2013 AUG MAJOR,A1320 ,1885877.64,1885878,1943592,1873694,1.006502471,77,77,40.82979636,6.363085147,B,Y,206,04/18/2013,1745513.19,27030,113334.45,,IC505,6,26277.2,0,9458.8,46,100,10783.4,5889,1164,2435.2,12339.4,468.5,0,3044.6,76,6749.5,14138.4,12138.8,92,19986.9,17.5,0,0,41,509,0,0,0,984.7,1603,0,0,0,0,0,0,0,0,1105,2.5,1719.6,170,46,0,0,3908,3492,3570,4167,4173,4355,NA,4020,-1.37,10988,7290,0.46,08/01/2013,2
P570,Completed,04/16/2013,12/31/2013,hybrid,2013 NOV MAJOR,A82   ,1571991.07,1541728,1227808,1553912,1.011634552,122,122,77.60858336,3.180679646,B,Y,110,07/26/2013,1570741.07,0,1250,,IC505,7,23954,0,6843.7,0,160,11754,5196.3,1158,1821.4,10399.7,108.3,0,2206,83.6,8177,15014.5,8939.5,30,16512.6,40,0,0,15.5,0,0,0,0,470.5,4569.3,0,0,16,0,0,0,133.9,0,399.1,166.5,1392.6,0,160,48,0,3920,3690,3793,4032,3880,4451,NA,3829,-0.99,8958.4,5780.4,0.43,11/01/2013,106
P714,Completed,08/28/2013,12/18/2014,hybrid,2014 FEB RELEASE 1,A1320 ,2891606.97,2851625,1554357,2987481,0.96790807,146,146,50.4909559,1.38331386,L,Y,155,12/12/2013,2825391.97,32575,33640,4,IC505,0,43395,0,10859.1,0,423,23333.4,8779.5,998,2701.3,18939.2,138,0,3646,38,16934.5,29758.9,13636.1,280,30321.6,900,0,0,0,30,0,0,2349,403,5966,8,0,0,0,0,0,0,130,525,1211.5,1120.9,0,150,0,0,3972,3752,3748,3888,3956,4532,NA,4358,1.84,17048.4,11859.6,0.52,09/01/2014,240
P587,Completed,04/02/2012,03/01/2014,agile,2013 AUG MAJOR,A2234 ,2862127.33,2907865.35,1650875.35,2967668.35,0.964436383,112,112,39.13173213,4.891466516,I,Y,251,06/12/2013,2768642.18,9108,84377.15,,IC505,11,44121,0,9580.9,223,142,24559.4,9615.7,1697.1,3749,22882.4,635.2,10,1401.8,183.9,13561.6,30683.3,13437.7,5486.3,1129,0,21921.1,0,3203,30,268.5,0,0,813.3,2346.6,292,0,34.1,0,0,0,140.2,11,2865.1,523.8,2974.7,34,1092.8,955.5,0,3409,2755,2483,2768,4168,4391,NA,3803,-0.88,22439.7,14846.8,0.52,12/01/2013,93
P394,Completed,11/26/2012,04/14/2014,agile,2013 NOV MAJOR,A159  ,5697573.02,5773975.99,3577531.75,5781802.99,0.985431885,124,124,21.76365262,1.053079966,F,Y,434,07/26/2013,5613158.29,7596,76818.73,20,IC505,41,85235.6,0,19525.1,126,75.6,45332.8,20176.1,2912.5,9582.1,41418.1,343,10,8385.3,287.2,22297.4,53338.6,31897,278.5,663,71780.6,0,0,41,90,0,0,1,2394.2,1555,0,0,136.9,0,0,0,140,12,2410.6,770,1726,90,2086.8,1060,0,3475,3183,2972,2488,4340,4448,NA,4617,-0.28,41649.4,32106.9,0.6,01/01/2014,331
P622,Completed,01/14/2013,12/19/2014,allOther,2013 NOV MAJOR,A477  ,4442547.44,4475391,2751766,4596984,0.966404808,216,216,48.6207526,0,I,Y,154,05/08/2013,4016277.99,354841,71428.45,17,IC505,121,59937.6,948.8,15216.7,49,322,23645.8,19755.3,4421,10885.5,18045.6,340.5,0,5868.1,96.5,20280.4,31133.6,28804,92,12,213,0,0,18,0,0,0,0,1992.4,0,44.5,0,0,0,0,0,52414.6,67,73,1.5,968.5,199,2336.1,1506,0,3629,5439,3332,1505,4344,2656,4305,4183,-1.01,21983.1,9628.9,0.29,05/01/2014,14
P674,Completed,07/09/2012,02/08/2013,hybrid,2012 DEC MINOR,A133  ,379911.33,403179.96,351438,349407,1.087303145,24,24,63.17263557,0,L,Y,126,08/31/2012,379911.33,0,0,3,IC315,7,6531.2,0,1725.2,0,0,3441.5,1364.5,43.5,332,2650.7,0,0,886,24,2595,4365,2166.2,0,0,0,0,0,0,20,17.5,549.5,0,0,15,0,29,0,0,0,0,0,0,3819.5,0,883.5,108,1089.2,0,0,2959,4229,3936,798,3435,444,NA,3958,-1.98,2567,1624,0.54,12/01/2012,191
P619,Completed,08/13/2012,04/22/2013,hybrid,2013 FEB MAJOR,A159  ,1007060.08,1019139.34,609536.87,1019139.34,0.988147587,46,46,45.6775131,2.978968246,F,N,166,09/28/2012,997451.72,0,9608.36,8,IC533,0,15537.5,0,2176.7,0,0,9106.2,4254.6,222,687.1,6723.2,47,0,915.8,74,6868.4,12086.8,3450.7,0,862.9,13663.9,0,0,0,0,0,0,0,0,96,0,0,94.6,0,0,0,0,0,0,115.4,694.7,10,0,0,0,3529,3019,3249,4145,3990,3532,NA,4575,-1.36,6433.6,4435.6,0.58,02/01/2013,226
P125,Completed,11/28/2012,11/14/2013,hybrid,2013 JUN MAJOR,A159  ,2123718.97,2130293.73,1585553.8,2166292.96,0.980347076,65,64,30.60668616,2.354360474,F,N,292,02/08/2013,2073920.65,0,49798.32,10,IC533,0,30866.1,10,4061.9,0,287,19117.4,7389.8,640,2410,15623.8,112,31.3,1435.7,153.2,10460.1,23838.2,7027.9,0,1349.1,26288.2,0,0,0,0,0,0,0,0,340,0,0,4,0,0,0,0,0,1615.5,394.6,857.9,8.8,0,8,0,3493,2817,3188,2877,4333,3905,NA,4591,-0.93,16354.7,11508.4,0.62,08/01/2013,333
P507,Completed,02/13/2013,10/25/2013,hybrid,2013 AUG MAJOR,A159  ,1079963.43,1081214.74,891142.37,1111215.03,0.97187619,30,30,27.7787184,0.92595728,F,N,297,04/17/2013,1059620.24,0,20343.19,7,IC533,0,16099.5,3,2441.2,0,62,9533.3,4060,420,1338,7143.6,57,6,1562.8,106,5466.1,11753.3,4346.2,40.6,620,12806.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,1970.6,543.7,0,0,0,0,3134,3739,2086,1537,4276,3941,NA,4616,-1.46,8172.3,5620.3,0.63,08/01/2013,44
P786,Completed,04/08/2013,12/31/2013,hybrid,2013 NOV MAJOR,A159  ,1366510.08,1366172.85,1201397.48,1366172.85,1.000246843,47,47,34.39418464,5.122538137,F,N,250,07/24/2013,1333431.08,6523,26556,7,IC533,0,20503.7,0,2220,0,102,12180.7,6001,633.5,2115.1,9009.7,104,10,1475.5,119.9,7036,15436.1,5067.6,5,563,18357.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,324,468.8,0,0,0,0,2600,3800,1584,985,4242,4683,NA,4263,-1.12,11057.7,6677.7,0.57,11/01/2013,98
P259,Completed,08/13/2012,02/28/2013,allOther,2012 DEC MINOR,A2049 ,786749.74,831250.55,874588.06,861904,0.912804373,17,17,21.60788766,0,N,N,253,10/18/2012,630470.24,0,156279.5,4,IC180,5,9693.4,231.5,2037.9,0,0,5661,1763,509.5,759.9,3029.9,2,0,738.6,30.5,4623,6762,2931.4,0,467,80,0,0,0,0,22.5,0,0,0,55,0,124.4,0,0,0,0,73,0,220,40,348.6,5774.3,2448.6,40,0,3494,3354,4013,2205,3363,4146,NA,4440,-3.13,2757.4,2273.9,0.53,12/01/2012,226
P603,Completed,09/04/2012,04/12/2013,allOther,2013 FEB MAJOR,A159  ,391419.67,403252,405936,459388,0.852045918,12,12,30.65763149,0,F,N,172,10/10/2012,387291.35,0,4128.32,6,IC192,2,5537.2,0,271.6,0,6,2680.2,2579.4,230,642.1,1190.9,12,0,1308.6,68,2085.6,3270.7,2266.5,0,193,4728,0,0,0,3,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,266,326.9,8.5,0,0,0,2693,1959,3499,596,4621,4629,NA,4514,-1.19,1991.9,1154.2,0.56,02/01/2013,248
P524,Completed,09/27/2012,03/06/2014,allOther,2013 JUN MAJOR,A901  ,3019802.32,3090619.21,3090619.21,3090619.21,0.977086504,59,38,19.53770272,2.318032526,B,N,749,03/22/2013,2880045.28,67392.75,72364.29,17,IC111,5,44057.8,48,16805.3,0,41,15181.5,11982,3018.9,3687,21753.8,572,21,4337,138,10530.1,20581.5,23476.3,62,21434.9,4287.9,184,464,27,0,0,0,0,0,7245,0,0,2459.1,0,0,0,15,0,5368.4,1,1741,29,715.5,24,0,3432,1638,2418,3671,4189,4569,NA,4222,-0.54,16965.4,9096.9,0.32,06/01/2013,271
P391,Completed,04/01/2013,03/07/2014,agile,(blank),A2617 ,798149.41,805025.62,755248.62,805025.62,0.991458396,1,1,1.252898251,0,B,N,3012,10/07/2013,625744.01,0,172405.4,2,IC111,5,10080.5,0,1987,0,0,2937,5156.5,306.5,956.5,1749,0,0,2189,0,4879.5,5374,4706.5,0,4631.5,0,0,0,0,0,0,0,0,0,185,0,0,1554,0,0,0,0,0,140,0,3121,0,8,441,0,2927,2627,1168,4163,4334,4566,NA,NA,-1.84,2289.5,973,0.32,10/01/2013,91
P410,Completed,04/08/2013,12/26/2014,allOther,2013 NOV MAJOR,A1320 ,2182700.66,2209590.76,1926590.76,283000,7.71272318,47,46,21.53295725,0.458148027,B,N,474,11/01/2013,2116540.06,0,66160.6,10,IC111,11,33150.1,61,9134.8,0,0,16807.8,7146.5,1473.5,2079.3,18247.6,437.4,0,2008.5,14,8889.8,20225.9,12924.2,56,11818.9,2610,0,871,0,0,0,0,335,0,4373,13.5,0,748.5,70,0,0,10,0,5643.9,698.9,1606.4,12,3051,1232,0,3719,2332,3485,3040,4226,4579,NA,4284,1.79,15327,10782.8,0.49,11/01/2013,98
P161,Completed,11/19/2012,12/31/2014,allOther,2013 FEB MAJOR,A1869 ,1186684.87,1228707.36,254785.36,1010724.36,1.174093469,28,28,23.59514367,0,L,N,426,,1186684.87,0,0,11,IC192,0,18939.8,0,4336.8,0,0,12333,2270,35,366,11881.6,1,0,826.1,15,5815.1,14339,4600.8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,17292.7,1601.1,1,0,0,0,0,4329,4467,4050,2918,4342,4235,NA,4433,5.23,8873,7711,0.63,05/01/2014,324
P381,Completed,09/17/2012,11/25/2013,allOther,2013 FEB MAJOR,A2153 ,339018.55,345338.28,203910.36,319972.28,1.05952475,19,19,56.04413092,2.949691101,F,N,87,10/24/2012,335611.35,0,3407.2,3,IC550,26,4840.3,0,1361,0,0,1844.6,1634.7,121,881.9,640.7,31,0,658.5,121,2386.2,2758.4,2081.9,10,281.8,4366.5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,168,0,0,0,0,4101,3775,4127,4184,4555,4517,NA,4575,-0.84,911.6,394.2,0.24,08/01/2013,261
P621,Completed,08/27/2012,08/21/2013,agile,2013 JUN MAJOR,A1869 ,5375029.6,5383278,5577682,5663333,0.949092981,49,49,9.116228867,0,L,Y,830,12/05/2012,5267960.96,26817,80251.64,4,IC505,26,82097.9,670,8438.9,0,753,53885,18351,1971,5403.7,33962.9,884.1,8,4263.6,161.6,35443,65111.5,16986.4,845,94.5,127,0,0,0,0,71.3,0,0,218.8,33,0,0,0,0,0,0,47,0,78209.5,0,2391.8,20,40,0,0,2966,2496,3519,1806,3770,2942,NA,4315,-1.56,37412.5,26468.2,0.64,06/01/2013,240
P529,Completed,01/07/2013,12/31/2013,hybrid,2013 SEP MINOR,A1924 ,1254504.01,1254571,531265,1254571,0.999946603,28,28,22.31957792,0.797127783,L,Y,345,05/02/2013,1231248.01,0,23256,5,IC505,0,18727.2,79.5,4572.8,0,104,10386.8,3584.1,514,1416.7,7717,81.5,6,1777.4,216,6998.6,12773.2,5954,2924.4,8,6850.2,0,0,55,0,0,0,0,170.7,19,0,43,7.5,0,0,0,606.1,0,7193.6,0,601.2,186,62.5,0,0,3877,4216,3728,2634,4449,3566,NA,4606,-1,7449.1,5764.1,0.6,11/01/2013,7
